
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
2363    0.78036  0.608794      0.0482445    -0.996235, -0.0866964    0.0008946190.000101216 0.00116324,0.000174577      -0.417241    {-0.386751,-0.0336567}, 
2364   0.781251  0.608871      0.0480708    0.0866467,  -0.996239     0.001161960.0008912517.75603e-05,0.000173762      -0.270731    {0.0257879,-0.296502}, 
2365   0.781151  0.610029      0.0478978    -0.996237, -0.0866732    0.0008893920.00010068 0.00115759,0.000172917      -0.417394    {-0.385325,-0.0335235}, 
2366   0.782037  0.610106      0.0477257    0.0866152,  -0.996242     0.001156370.0008860457.70865e-05, 0.00017211       -0.27114    {0.025658,-0.295117}, 
2367   0.781937  0.611258      0.0475545    -0.996241, -0.0866261    0.0008842040.000100159 0.00115202,0.000171277      -0.417539    {-0.38392,-0.033383}, 
2368   0.782817  0.611334       0.047384    0.0865494,  -0.996248     0.001150870.000880887.65952e-05,0.000170483      -0.271561    {0.0255184,-0.293736}, 
2369   0.782718  0.612481      0.0472143    -0.996246,  -0.086565    0.0008790819.9607e-05 0.00114655,0.000169665      -0.417679    {-0.382531,-0.0332386}, 
2370   0.783594  0.612557      0.0470454    0.0864938,  -0.996252     0.001145380.0008757817.60976e-05, 0.00016888      -0.271976    {0.0253832,-0.292368}, 
2371   0.783495  0.613698      0.0468774     -0.99625,   -0.08652    0.0008740389.90685e-05 0.00114109,0.000168071      -0.417823    {-0.381143,-0.0331006}, 
2372   0.784365  0.613774      0.0467101    0.0864941,  -0.996252     0.001139840.0008707617.56218e-05,0.000167295      -0.272365    {0.0252664,-0.291022}, 
2373   0.784267  0.614909      0.0465436     -0.99625, -0.0865194     0.000869029.85895e-05 0.00113557,0.000166488      -0.417977    {-0.379739,-0.0329784}, 
2374   0.785132  0.614985      0.0463778     0.086489,  -0.996253     0.001134360.0008657627.51871e-05,0.000165721      -0.272753    {0.0251489,-0.289686}, 
2375   0.785034  0.616115      0.0462129    -0.996251, -0.0865147    0.0008640429.81092e-05  0.0011301,0.000164926      -0.418128    {-0.378346,-0.0328556}, 
2376   0.785895  0.616189      0.0460488    0.0864676,  -0.996255     0.001128960.0008608027.47523e-05,0.000164169      -0.273147    {0.0250273,-0.288357}, 
2377   0.785798  0.617314      0.0458854    -0.996253,  -0.086487    0.0008591289.76184e-05 0.00112473,0.000163386      -0.418273    {-0.376973,-0.0327259}, 
2378   0.786653  0.617388      0.0457227     0.086455,  -0.996256     0.001123580.0008559097.43034e-05, 0.00016264      -0.273534    {0.0249093,-0.28704}, 
2379   0.786556  0.618508      0.0455609    -0.996254, -0.0864752    0.0008542559.71389e-05 0.00111937,0.000161865       -0.41842    {-0.3756,-0.0326022}, 
2380   0.787407  0.618582      0.0453997    0.0864427,  -0.996257     0.001118250.0008510557.38719e-05,0.000161128      -0.273919    {0.0247924,-0.285734}, 
2381   0.787311  0.619696      0.0452394    -0.996255, -0.0864596    0.0008494069.66642e-05 0.00111406,0.000160363      -0.418565    {-0.374238,-0.0324781}, 
2382   0.788157  0.619769      0.0450797    0.0863937,  -0.996261     0.001113030.0008462257.34393e-05,0.000159636      -0.274317    {0.0246652,-0.28443}, 
2383   0.788061  0.620878      0.0449209     -0.99626, -0.0864071    0.0008446219.61591e-05 0.00110887,0.000158886      -0.418698    {-0.372903,-0.0323424}, 
2384   0.788902  0.620951      0.0447627    0.0863467,  -0.996265     0.001107850.0008414627.29813e-05,0.000158168      -0.274712    {0.0245396,-0.283137}, 
2385   0.788807  0.622055      0.0446053    -0.996264, -0.0863657    0.0008398779.56588e-05 0.00110371,0.000157427      -0.418834    {-0.37157,-0.0322113}, 
2386   0.789643  0.622127      0.0444485    0.0862994,  -0.996269     0.001102720.0008367397.25366e-05,0.000156717      -0.275105    {0.0244149,-0.281854}, 
2387   0.789548  0.623226      0.0442926    -0.996268, -0.0863086    0.0008351739.51643e-05 0.00109861,0.000155986      -0.418964    {-0.370253,-0.0320757}, 
2388    0.79038  0.623298      0.0441373     0.086233,  -0.996275     0.001097640.0008320567.20826e-05,0.000155287      -0.275503    {0.0242855,-0.280577}, 
2389   0.790286  0.624392      0.0439827    -0.996273, -0.0862603    0.0008305339.46528e-05 0.00109355,0.000154566      -0.419095    {-0.368939,-0.0319439}, 
2390   0.791113  0.624463      0.0438288    0.0862057,  -0.996277     0.001092560.000827437 7.1642e-05,0.000153872      -0.275884    {0.0241687,-0.279317}, 
2391   0.791019  0.625552      0.0436757    -0.996276, -0.0862234    0.0008259339.41846e-05 0.00108849,0.000153158      -0.419228    {-0.367627,-0.0318166}, 
2392   0.791842  0.625623      0.0435232    0.0861815,  -0.996279      0.00108750.0008228577.12147e-05,0.000152474       -0.27626    {0.0240537,-0.278067}, 
2393   0.791748  0.626706      0.0433714    -0.996278,  -0.086196    0.0008213589.37223e-05 0.00108345,0.000151765      -0.419363    {-0.366318,-0.0316931}, 
2394   0.792566  0.626777      0.0432203    0.0861353,  -0.996283     0.001082520.0008183017.07977e-05, 0.00015109      -0.276644    {0.0239332,-0.276823}, 
2395   0.792473  0.627856      0.0430699    -0.996282,   -0.08615    0.0008168479.32433e-05  0.0010785,0.000150394      -0.419491    {-0.365026,-0.0315644}, 
2396   0.793287  0.627926      0.0429202    0.0861115,  -0.996286     0.001077540.000813817.03714e-05,0.000149727      -0.277017    {0.0238201,-0.275592}, 
2397   0.793194     0.629      0.0427712    -0.996285, -0.0861219    0.0008123529.27888e-05 0.00107354,0.000149035      -0.419623    {-0.363733,-0.0314421}, 
2398   0.794003   0.62907      0.0426228    0.0860583,   -0.99629     0.001072630.0008093346.99613e-05,0.000148377      -0.277399    {0.0236993,-0.274364}, 
2399   0.793911  0.630138      0.0424751    -0.996288, -0.0860882    0.0008079069.23086e-05 0.00106865,0.000147698      -0.419753    {-0.362449,-0.0313189}, 
2400   0.794716  0.630208      0.0423281    0.0860144,  -0.996294     0.001067780.0008049076.95512e-05,0.000147045      -0.277776    {0.0235821,-0.273148}, 
2401   0.794624  0.631272      0.0421817    -0.996292,  -0.086032      0.00080359.18445e-05 0.00106382,0.000146376      -0.419875    {-0.361185,-0.0311891}, 
2402   0.795425  0.631341       0.042036    0.0859525,  -0.996299     0.001062970.0008005216.91267e-05,0.000145732      -0.278159    {0.0234605,-0.271937}, 
2403   0.795333    0.6324      0.0418909    -0.996297, -0.0859818    0.0007991349.1365e-05 0.00105904,0.000145072      -0.419998    {-0.359924,-0.031062}, 
2404   0.796129  0.632468      0.0417465    0.0858951,  -0.996304     0.001058230.000796175 6.8711e-05,0.000144434      -0.278537    {0.0233412,-0.270736}, 
2405   0.796039  0.633523      0.0416027    -0.996303,   -0.08591    0.0007948489.08965e-05 0.00105432,0.000143783      -0.420113    {-0.358682,-0.0309287}, 
2406    0.79683  0.633591      0.0414595    0.0858889,  -0.996305     0.001053380.000791916.82854e-05,0.000143155      -0.278892    {0.0232375,-0.269553}, 
2407    0.79674   0.63464       0.041317    -0.996302, -0.0859166    0.0007905479.04734e-05 0.00104949,0.000142502       -0.42025    {-0.357407,-0.0308212}, 
2408   0.797528  0.634708      0.0411751    0.0858523,  -0.996308     0.001048630.0007876246.79211e-05,0.000141878      -0.279257    {0.0231259,-0.268374}, 
2409   0.797438  0.635753      0.0410339    -0.996305,  -0.085888     0.000786319.00276e-05 0.00104476, 0.00014124      -0.420376    {-0.356157,-0.0307031}, 
2410   0.798221  0.635821      0.0408933     0.085833,   -0.99631     0.001043930.0007834056.75346e-05,0.000140623      -0.279614    {0.02302,-0.267205}, 
2411   0.798131  0.636861      0.0407533    -0.996308, -0.0858492    0.0007821148.96035e-05 0.00104008, 0.00013999      -0.420497    {-0.35492,-0.0305825}, 
2412   0.798911  0.636928      0.0406139    0.0858095,  -0.996312     0.001039220.0007792266.71439e-05,0.000139384       -0.27997    {0.0229137,-0.266045}, 
2413   0.798821  0.637963      0.0404751    -0.996309,  -0.085838    0.0007779578.91753e-05 0.00103539,0.000138756      -0.420626    {-0.353675,-0.0304712}, 
2414   0.799597   0.63803       0.040337     0.085812,  -0.996311     0.001034520.0007750866.67782e-05,0.000138155      -0.280314    {0.0228156,-0.264898}, 
2415   0.799508  0.639061      0.0401995    -0.996309,  -0.085841    0.0007738258.87742e-05  0.0010307,0.000137533      -0.420757    {-0.35243,-0.0303651}, 
2416   0.800279  0.639127      0.0400625    0.0858049,  -0.996312     0.001029880.0007709686.64259e-05,0.000136938      -0.280659    {0.0227154,-0.263757}, 
2417    0.80019  0.640153      0.0399262     -0.99631,  -0.085827    0.0007697338.83688e-05 0.00102608,0.000136325      -0.420883    {-0.351201,-0.0302542}, 
2418   0.800957  0.640219      0.0397905    0.0857908,  -0.996313     0.001025270.0007668926.60639e-05,0.000135738      -0.281006    {0.022614,-0.262623}, 
2419   0.800869  0.641241      0.0396553     -0.99631, -0.0858235    0.0007656658.79583e-05 0.00102149,0.000135132       -0.42101    {-0.349974,-0.0301472}, 
2420   0.801632  0.641307      0.0395208    0.0857655,  -0.996315     0.001020730.00076284 6.5712e-05,0.000134551      -0.281355    {0.0225102,-0.261495}, 
2421   0.801545  0.642324      0.0393868    -0.996313, -0.0857916    0.0007616388.75434e-05 0.00101697,0.000133955      -0.421129    {-0.348767,-0.030032}, 
2422   0.802303  0.642389      0.0392534    0.0857258,  -0.996319     0.001016260.000758836.53421e-05,0.000133381      -0.281709    {0.0224032,-0.260373}, 
2423   0.802216  0.643401      0.0391206    -0.996317, -0.0857432     0.000757658.71196e-05 0.00101252,0.000132794      -0.421242    {-0.347575,-0.0299124}, 
2424   0.802971  0.643466      0.0389884    0.0856819,  -0.996323     0.001011830.000754866.49634e-05,0.000132228      -0.282062    {0.0222957,-0.259258}, 
2425   0.802884  0.644474      0.0388568    -0.996322, -0.0856916    0.0007536878.66954e-05 0.00100811,0.000131647      -0.421353    {-0.346391,-0.0297924}, 
2426   0.803635  0.644539      0.0387257    0.0856182,  -0.996328     0.001007450.0007509156.45847e-05,0.000131089      -0.282422    {0.0221836,-0.258147}, 
2427   0.803549  0.645543      0.0385952    -0.996326, -0.0856363    0.0007497648.62558e-05 0.00100375,0.000130517      -0.421463    {-0.345216,-0.029672}, 
2428   0.804296  0.645607      0.0384652    0.0855621,  -0.996333     0.001003080.000747016.42071e-05,0.000129963      -0.282777    {0.0220743,-0.257046}, 
2429    0.80421  0.646606      0.0383358     -0.99633, -0.0855901    0.0007458818.58258e-050.000999403,0.000129398      -0.421573    {-0.344042,-0.0295551}, 
2430   0.804953   0.64667      0.0382069    0.0855248,  -0.996336    0.0009987160.0007431446.38401e-05,0.000128849      -0.283123    {0.021971,-0.255955}, 
2431   0.804868  0.647665      0.0380787    -0.996333, -0.0855592    0.0007420238.54149e-050.000995056,0.000128288      -0.421688    {-0.342868,-0.0294435}, 
2432   0.805607  0.647729      0.0379509    0.0854846,  -0.996339    0.0009944140.0007393026.34869e-05,0.000127745      -0.283468    {0.0218677,-0.254872}, 
2433   0.805522   0.64872      0.0378237    -0.996338, -0.0855049    0.0007382058.50071e-050.000990774,0.000127192      -0.421794    {-0.341711,-0.0293254}, 
2434   0.806258  0.648783      0.0376971    0.0854387,  -0.996343    0.0009901280.0007355016.31202e-05,0.000126657      -0.283813    {0.0217635,-0.253795}, 
2435   0.806173  0.649769       0.037571    -0.996341, -0.0854651    0.0007344118.45953e-050.000986508,0.000126109      -0.421904    {-0.340553,-0.0292123}, 
2436   0.806905  0.649832      0.0374454    0.0853907,  -0.996348    0.0009858920.0007317246.27665e-05,0.000125579      -0.284158    {0.0216594,-0.252725}, 
2437   0.806821  0.650814      0.0373203    -0.996346, -0.0854122    0.0007306588.4186e-050.000982291,0.000125039      -0.422009    {-0.339408,-0.0290959}, 
2438   0.807549  0.650877      0.0371958    0.0853469,  -0.996351    0.0009816550.0007279886.24071e-05,0.000124515      -0.284499    {0.0215573,-0.251663}, 
2439   0.807465  0.651855      0.0370718    -0.996348, -0.0853804    0.0007269448.37812e-050.000978073, 0.00012398       -0.42212    {-0.338259,-0.0289865}, 
2440   0.808189  0.651917      0.0369484    0.0853361,  -0.996352    0.0009773930.0007242896.20668e-05, 0.00012346      -0.284824    {0.0214647,-0.250613}, 
2441   0.808106  0.652891      0.0368255    -0.996349, -0.0853754    0.0007232558.34069e-050.000973828,0.000122928      -0.422237    {-0.337103,-0.0288858}, 
2442   0.808826  0.652952       0.036703    0.0853355,  -0.996352    0.0009731570.0007206146.17482e-05,0.000122413      -0.285144    {0.0213754,-0.249573}, 
2443   0.808743  0.653922      0.0365812    -0.996349, -0.0853701    0.0007195668.30448e-050.000969607,0.000121886      -0.422353    {-0.335953,-0.0287854}, 
2444    0.80946  0.653983      0.0364598    0.0852772,  -0.996357    0.0009690650.0007169396.14294e-05,0.000121378      -0.285486    {0.0212714,-0.24853}, 
2445   0.809378  0.654949      0.0363389    -0.996355, -0.0853035    0.0007159578.26391e-050.000965535,0.000120865      -0.422451    {-0.334839,-0.0286674}, 
2446   0.810091   0.65501      0.0362185    0.0852615,  -0.996359    0.0009649080.0007133476.10736e-05,0.000120363      -0.285808    {0.0211795,-0.247501}, 
2447   0.810009  0.655971      0.0360987    -0.996356, -0.0852892    0.0007123328.22695e-050.000961394,0.000119848      -0.422563    {-0.333706,-0.0285656}, 
2448   0.810719  0.656032      0.0359793    0.0852037,  -0.996364     0.000960880.0007097376.07543e-05,0.000119352      -0.286147    {0.021077,-0.246473}, 
2449   0.810637   0.65699      0.0358605    -0.996362, -0.0852171    0.0007087488.18706e-050.000957386,0.000118849      -0.422657    {-0.332606,-0.0284472}, 
2450   0.811343   0.65705      0.0357421    0.0851175,  -0.996371    0.0009568930.000706176.03975e-05, 0.00011836      -0.286496    {0.0209679,-0.245446}, 
2451   0.811261  0.658003      0.0356243    -0.996368, -0.0851488    0.0007052038.14483e-05 0.00095342,0.000117865      -0.422752    {-0.33151,-0.0283306}, 
2452   0.811964  0.658063      0.0355069    0.0850549,  -0.996376     0.000952930.0007026426.00472e-05,0.000117379      -0.286834    {0.0208656,-0.244431}, 
2453   0.811883  0.659013        0.03539    -0.996375, -0.0850721    0.0007016848.10514e-050.000949477,0.000116888      -0.422843    {-0.330424,-0.0282121}, 
2454   0.812582  0.659073      0.0352736    0.0849774,  -0.996383    0.0009490070.000699145.96937e-05,0.000116409      -0.287176    {0.0207602,-0.243419}, 
2455   0.812501  0.660018      0.0351577    -0.996382, -0.0849924    0.0006982048.06442e-050.000945574,0.000115924      -0.422933    {-0.329345,-0.0280935}, 
2456   0.813197  0.660078      0.0350422    0.0849198,  -0.996388    0.0009450440.000695677 5.9342e-05,0.000115451      -0.287508    {0.0206607,-0.242417}, 
2457   0.813117  0.661019      0.0349273    -0.996385, -0.0849559    0.0006947648.0253e-050.000941631,0.000114968      -0.423035    {-0.328251,-0.027988}, 
2458   0.813809  0.661078      0.0348128    0.0849217,  -0.996388    0.0009410570.0006922525.90243e-05,0.000114496      -0.287813    {0.0205771,-0.241432}, 
2459   0.813729  0.662016      0.0346987    -0.996387, -0.0849327    0.0006913097.99161e-050.000937657,0.000114013      -0.423139    {-0.327157,-0.027887}, 
2460   0.814418  0.662075      0.0345852    0.0848506,  -0.996394    0.0009371980.0006888115.87147e-05, 0.00011355      -0.288148    {0.0204754,-0.240441}, 
2461   0.814339  0.663008      0.0344721    -0.996393, -0.0848631    0.0006879097.95218e-050.000933819, 0.00011308      -0.423229    {-0.326089,-0.0277731}, 
2462   0.815024  0.663067      0.0343595    0.0847946,  -0.996398     0.000933340.0006854275.83781e-05,0.000112621      -0.288475    {0.0203783,-0.239459}, 
2463   0.814945  0.663997      0.0342473    -0.996397, -0.0848072    0.0006845187.91422e-050.000929979,0.000112154      -0.423323    {-0.325021,-0.0276638}, 
2464   0.815627  0.664055      0.0341356    0.0847153,  -0.996405    0.0009295220.0006820525.80521e-05,  0.0001117       -0.28881    {0.0202758,-0.23848}, 
2465   0.815548  0.664981      0.0340244    -0.996402, -0.0847513    0.0006811837.87447e-05 0.00092618,0.000111241      -0.423415    {-0.323959,-0.0275551}, 
2466   0.816227  0.665039      0.0339136    0.0846924,  -0.996407    0.0009256640.0006787325.77312e-05,0.000110789       -0.28912    {0.0201884,-0.237517}, 
2467   0.816148  0.665961      0.0338033    -0.996405, -0.0847214    0.0006778727.83967e-050.000922338, 0.00011033      -0.423515    {-0.322889,-0.0274544}, 
2468   0.816824  0.666018      0.0336934    0.0846886,  -0.996407    0.0009217810.0006754355.74303e-05,0.000109884       -0.28942    {0.0201063,-0.236562}, 
2469   0.816746  0.666937       0.033584    -0.996405, -0.0847231    0.0006745627.80643e-050.000918469,0.000109427      -0.423623    {-0.321811,-0.0273632}, 
2470   0.817418  0.666994       0.033475    0.0846591,   -0.99641    0.0009179870.000672137 5.7151e-05,0.000108984      -0.289729    {0.0200183,-0.235609}, 
2471    0.81734  0.667909      0.0333664    -0.996408, -0.0846864    0.0006712917.7716e-050.000914692,0.000108536      -0.423719    {-0.320756,-0.0272616}, 
2472   0.818009  0.667966      0.0332583    0.0846249,  -0.996413    0.0009142330.000668885.68492e-05,  0.0001081      -0.290039    {0.0199297,-0.234662}, 
2473   0.817932  0.668877      0.0331507    -0.996412, -0.0846403    0.0006680457.73669e-050.000910954,0.000107656      -0.423811    {-0.31971,-0.0271578}, 
2474   0.818597  0.668933      0.0330435    0.0845807,  -0.996417     0.000910480.0006656485.65435e-05,0.000107225      -0.290352    {0.0198393,-0.23372}, 
2475    0.81852   0.66984      0.0329367    -0.996413, -0.0846188    0.0006648397.7009e-050.000907217,0.000106786       -0.42391    {-0.318658,-0.0270616}, 
2476   0.819183  0.669897      0.0328303    0.0845882,  -0.996416    0.0009066860.0006624555.62579e-05,0.000106357      -0.290641    {0.0197622,-0.232791}, 
2477   0.819106    0.6708      0.0327244    -0.996413, -0.0846257    0.0006616337.6695e-050.000903437,0.000105919      -0.424016    {-0.317599,-0.0269738}, 
2478   0.819765  0.670856      0.0326189    0.0845689,  -0.996418    0.0009029720.000659265.59912e-05,0.000105494       -0.29094    {0.019679,-0.231864}, 
2479   0.819689  0.671756      0.0325138    -0.996415,  -0.084601    0.0006584727.63634e-050.000899738,0.000105064      -0.424113    {-0.316559,-0.0268776}, 
2480   0.820345  0.671811      0.0324092    0.0845633,  -0.996418    0.0008992590.0006561115.57074e-05,0.000104645      -0.291232    {0.0195997,-0.230945}, 
2481   0.820269  0.672707       0.032305    -0.996416, -0.0845898    0.0006552987.60443e-050.000896038,0.000104216      -0.424213    {-0.315519,-0.0267857}, 
2482   0.820922  0.672763      0.0322012    0.0844929,  -0.996424    0.0008956740.000652955.54316e-05,0.000103802       -0.29155    {0.019505,-0.230022}, 
2483   0.820846  0.673655      0.0320978    -0.996421, -0.0845237    0.0006521777.56781e-050.000892471,0.000103386      -0.424296    {-0.314509,-0.0266789}, 
2484   0.821496  0.673711      0.0319948    0.0844329,  -0.996429     0.000892090.0006498435.51244e-05,0.000102976      -0.291862    {0.0194135,-0.229107}, 
2485   0.821421  0.674599      0.0318923    -0.996426, -0.0844717    0.0006490887.53218e-050.000888904,0.000102563      -0.424382    {-0.313497,-0.0265766}, 
2486   0.822068  0.674654      0.0317901    0.0844035,  -0.996432    0.0008885050.0006467685.48296e-05,0.000102156       -0.29216    {0.01933,-0.228202}, 
2487   0.821993   0.67554      0.0316884     -0.99643, -0.0844246    0.0006459997.4993e-050.000885335,0.000101745      -0.424469    {-0.312488,-0.0264762}, 
2488   0.822636  0.675594       0.031587    0.0843285,  -0.996438    0.0008849860.0006436925.45382e-05,0.000101344      -0.292476    {0.019236,-0.227296}, 
2489   0.822562  0.676476      0.0314861    -0.996435,  -0.084365    0.0006429627.46295e-050.000881833,0.000100941      -0.424552    {-0.31149,-0.0263729}, 
2490   0.823202   0.67653      0.0313855    0.0843041,   -0.99644    0.0008814410.000640675.42435e-05,0.000100542      -0.292769    {0.0191548,-0.226402}, 
2491   0.823128  0.677409      0.0312854    -0.996439, -0.0843207    0.0006399257.43091e-050.000878303,0.000100138      -0.424638    {-0.31049,-0.0262743}, 
2492   0.823766  0.677462      0.0311856    0.0842441,  -0.996445    0.0008779610.0006376465.39589e-05,9.97462e-05      -0.293075    {0.0190656,-0.22551}, 
2493   0.823692  0.678337      0.0310863    -0.996444, -0.0842586    0.0006368887.39631e-05 0.00087484, 9.9349e-05      -0.424719    {-0.309502,-0.0261713}, 
2494   0.824326  0.678391      0.0309873    0.0841191,  -0.996456    0.0008746110.0006346235.36633e-05,9.89609e-05      -0.293408    {0.0189614,-0.224613}, 
2495   0.824253  0.679262      0.0308888    -0.996454, -0.0841386    0.0006339367.35715e-050.000871511,9.85759e-05      -0.424782    {-0.308546,-0.026053}, 
2496   0.824885  0.679316      0.0307906    0.0840765,  -0.996459    0.0008711310.0006316885.33385e-05,9.81911e-05      -0.293705    {0.0188776,-0.223733}, 
2497   0.824811  0.680184      0.0306928    -0.996457, -0.0841049    0.0006309527.32416e-050.000868047,9.78001e-05       -0.42487    {-0.307555,-0.0259589}, 
2498    0.82544  0.680237      0.0305954    0.0839929,  -0.996466    0.0008677560.0006287165.30661e-05, 9.7418e-05      -0.294017    {0.0187845,-0.222854}, 
2499   0.825367  0.681102      0.0304983    -0.996464, -0.0840218       0.0006287.28853e-050.000864689,9.70375e-05      -0.424942    {-0.306591,-0.0258518}, 
2500   0.825993  0.681154      0.0304017    0.0838871,  -0.996475    0.0008644450.0006257795.27656e-05,9.66591e-05      -0.294338    {0.0186868,-0.221976}, 
2501    0.82592  0.682016      0.0303054    -0.996473, -0.0839131      0.00062517.25158e-050.000861398,9.62853e-05      -0.425006    {-0.305644,-0.0257383}, 
2502   0.826543  0.682068      0.0302095    0.0838254,   -0.99648     0.000861070.000622895 5.2454e-05, 9.5911e-05      -0.294639    {0.0186001,-0.22111}, 
2503   0.826471  0.682926      0.0301139    -0.996478, -0.0838552      0.00062227.21795e-050.000858039,9.55351e-05      -0.425085    {-0.304678,-0.0256391}, 
2504   0.827091  0.682978      0.0300188    0.0837625,  -0.996486    0.0008577350.0006200085.21747e-05,9.51641e-05      -0.294939    {0.0185136,-0.220249}, 
2505   0.827019  0.683833       0.029924    -0.996484, -0.0837822    0.0006193327.18459e-05 0.00085472,9.47926e-05      -0.425158    {-0.303723,-0.0255364}, 
2506   0.827636  0.683885      0.0298295    0.0837103,   -0.99649    0.0008543840.000617155 5.1889e-05,9.44265e-05      -0.295233    {0.0184302,-0.219394}, 
2507   0.827565  0.684736      0.0297355    -0.996488, -0.0837346    0.0006164857.15207e-050.000851385,9.40563e-05      -0.425239    {-0.302762,-0.025441}, 
2508   0.828179  0.684788      0.0296418    0.0836791,  -0.996493    0.0008510090.000614325.16211e-05,9.36932e-05      -0.295516    {0.0183523,-0.218548}, 
2509   0.828108  0.685636      0.0295485     -0.99649, -0.0837158    0.0006136177.12116e-050.000848024,9.33247e-05      -0.425327    {-0.301793,-0.0253538}, 
2510   0.828719  0.685687      0.0294555    0.0835823,  -0.996501    0.0008478030.0006114635.13695e-05,9.29637e-05      -0.295827    {0.0182596,-0.217698}, 
2511   0.828649  0.686532      0.0293629    -0.996499, -0.0836025    0.0006108027.08613e-050.000844836,9.26085e-05      -0.425386    {-0.30087,-0.0252418}, 
2512   0.829257  0.686583      0.0292706      0.08347,   -0.99651    0.0008446210.0006086645.10645e-05, 9.2253e-05      -0.296143    {0.0181639,-0.21685}, 
2513   0.829187  0.687425      0.0291787    -0.996508, -0.0834924    0.0006080397.05005e-050.000841674,9.19013e-05      -0.425446    {-0.299949,-0.0251313}, 
2514   0.829793  0.687476      0.0290872    0.0834335,  -0.996513    0.0008413110.0006059165.07666e-05,9.15489e-05      -0.296425    {0.0180862,-0.216018}, 
2515   0.829722  0.688314       0.028996     -0.99651, -0.0834734    0.0006052767.01935e-050.000838377,9.11918e-05      -0.425533    {-0.298994,-0.0250454}, 
2516   0.830326  0.688365      0.0289052    0.0834355,  -0.996513       0.0008380.0006031645.05244e-05,9.08408e-05      -0.296689    {0.0180179,-0.215197}, 
2517   0.830256    0.6892      0.0288147    -0.996512, -0.0834534    0.0006024936.9919e-050.000835078,9.04847e-05      -0.425618    {-0.298043,-0.0249597}, 
2518   0.830856   0.68925      0.0287245    0.0833449,  -0.996521    0.0008348340.0006003915.02801e-05,9.01398e-05      -0.296992    {0.0179288,-0.214367}, 
2519   0.830787  0.690082      0.0286347    -0.996519, -0.0833713    0.0005997826.95792e-05 0.00083193,8.97958e-05      -0.425684    {-0.297123,-0.0248581}, 
2520   0.831384  0.690132      0.0285453    0.0833175,  -0.996523    0.0008315880.0005976945.00046e-05,8.94531e-05      -0.297267    {0.0178546,-0.213551}, 
2521   0.831315  0.690961      0.0284562    -0.996521, -0.0833445    0.0005970526.92859e-050.000828697, 8.9106e-05      -0.425767    {-0.296184,-0.0247715}, 
2522    0.83191   0.69101      0.0283674    0.0832502,  -0.996529    0.0008284220.000594975 4.9761e-05,8.87667e-05      -0.297557    {0.0177719,-0.212735}, 
2523   0.831841  0.691836       0.028279    -0.996526, -0.0832849    0.0005943736.89663e-050.000825546,8.84278e-05      -0.425838    {-0.295264,-0.0246768}, 
2524   0.832433  0.691886      0.0281909    0.0832291,   -0.99653    0.0008252160.0005923084.95024e-05,8.80908e-05      -0.297826    {0.0177001,-0.211929}, 
2525   0.832365  0.692708      0.0281031    -0.996528, -0.0832545    0.0005916956.8682e-050.000822353,8.77507e-05      -0.425918    {-0.294335,-0.0245901}, 
2526   0.832954  0.692757      0.0280157    0.0831907,  -0.996534    0.0008220350.0005896414.92613e-05,8.74181e-05      -0.298102    {0.0176248,-0.211126}, 
2527   0.832886  0.693576      0.0279286    -0.996531, -0.0832281    0.0005890176.83857e-050.000819185,8.70823e-05      -0.425999    {-0.293409,-0.0245049}, 
2528   0.833473  0.693625      0.0278419    0.0831112,   -0.99654    0.0008189580.0005869734.90227e-05,8.67515e-05      -0.298394    {0.0175408,-0.210322}, 
2529   0.833405  0.694441      0.0277555    -0.996537,  -0.083147    0.0005863716.80646e-050.000816125,8.64253e-05      -0.426063    {-0.292511,-0.0244059}, 
2530   0.833989   0.69449      0.0276694    0.0830121,  -0.996549    0.0008159210.00058434 4.8755e-05,8.60978e-05      -0.298693    {0.0174529,-0.20952}, 
2531   0.833921  0.695303      0.0275836    -0.996545, -0.0830566    0.0005837776.77314e-050.000813105,8.57768e-05      -0.426123    {-0.29162,-0.024305}, 
2532   0.834503  0.695352      0.0274981    0.0829849,  -0.996551     0.000812820.000581764.84865e-05,8.54514e-05       -0.29896    {0.0173816,-0.208732}, 
2533   0.834436  0.696162       0.027413    -0.996549, -0.0830042    0.0005811516.74518e-050.000810016,8.51263e-05      -0.426194    {-0.290718,-0.0242144}, 
2534   0.835015   0.69621      0.0273282    0.0828725,   -0.99656    0.0008098480.0005791464.82379e-05,8.48069e-05      -0.299263    {0.0172918,-0.207938}, 
2535   0.834948  0.697017      0.0272437    -0.996558, -0.0828955    0.0005785576.71141e-050.000807062,8.44919e-05      -0.426248    {-0.289844,-0.0241097}, 
2536   0.835524  0.697065      0.0271595    0.0827406,  -0.996571    0.0008069160.0005765664.79598e-05, 8.4175e-05      -0.299573    {0.0171983,-0.207145}, 
2537   0.835458  0.697869      0.0270757    -0.996568, -0.0827766    0.0005760166.67647e-050.000804149,8.38657e-05      -0.426298    {-0.288978,-0.024003}, 
2538   0.836032  0.697917      0.0269921    0.0826822,  -0.996576    0.0008039190.0005740394.76806e-05,8.35503e-05       -0.29985    {0.0171215,-0.206367}, 
2539   0.835965  0.698718      0.0269089    -0.996575, -0.0826945    0.0005734746.64698e-050.000801166,8.32371e-05      -0.426358    {-0.2881,-0.0239062}, 
