
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
189    1.35477   1.34662       0.132521     0.820414,   -0.57177     0.00712729 0.0241723  0.0345604,  0.0115774       0.117354    {2.34119,-1.63164}, 
190    1.34893   1.35069       0.122062     0.699097,   0.715027       0.4793470.00584733 0.00407517,  0.0104592       0.656193    {0.344997,0.352858}, 
191    1.01382   1.00795     0.00363849     0.715282,  -0.698836     0.00392133   0.33511   0.342746,   0.118423     0.00855134    {1.20195,-1.17432}, 
192    1.01101   1.01069    0.000131935     0.800885,  -0.598818          1e-050.00280486 0.00274037, 0.00350655      0.0841669    {0.0872982,-0.0652724}, 

Eps: 0.0001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
  1         10        10             81            1,          0      0.0890394         0          0,          0       0.660409    {18,0}, 
  2    9.91096        10         80.198  0.000788834,          1      0.0891311 0.0890394          0,    0.80198       0.663678    {0.0140475,17.8079}, 
  3    9.91089   9.91087         79.404            1,-0.000240368      0.08817027.03096e-05  0.0891311,   0.794054       0.659859    {17.8261,-0.00428481}, 
  4    9.82272   9.91089        78.6178  0.000649224,          1      0.0882269 0.08817022.11933e-05,   0.786182       0.663189    {0.0114484,17.634}, 
  5    9.82266   9.82266        77.8394            1,3.99705e-06       0.0873015.72791e-05  0.0882269,   0.778405       0.659625    {17.6453,7.05289e-05}, 
  6    9.73536   9.82266        77.0687  0.000602497,          1      0.0873361  0.0873013.48946e-07,   0.770687       0.662757    {0.0105197,17.4602}, 
  7    9.73531   9.73533        76.3056            1,0.000201402      0.08646695.26197e-05   0.087336,   0.763066       0.659357    {17.4671,0.0035179}, 
  8    9.64884   9.73531        75.5501   0.00024704,          1      0.0864669 0.08646691.74146e-05,   0.755498       0.662122    {0.00427216,17.2934}, 
  9    9.64882   9.64884        74.8021            1,0.000249074      0.08559772.13608e-05  0.0864669,   0.748025       0.658989    {17.2933,0.00430732}, 
 10    9.56322   9.64882        74.0615  0.000400781,          1      0.0855977 0.08559772.13201e-05,   0.740611       0.661816    {0.0068612,17.1196}, 
 11    9.56319   9.56322        73.3282            1, 0.00040336      0.08478523.43059e-05  0.0855977,   0.733288       0.658687    {17.1195,0.00690531}, 
 12     9.4784   9.56319        72.6022 -1.80637e-05,          1      0.0847285 0.0847852 3.4199e-05,   0.726016       0.661134    {-0.000306309,16.9571}, 
 13    9.47841   9.47846        71.8834            1,0.000655055      0.08395111.53051e-06  0.0847285,   0.718833       0.658447    {16.9457,0.0111004}, 
 14    9.39445   9.47841        71.1716 -8.42282e-05,          1      0.0839161 0.08395115.49926e-05,   0.711708       0.660679    {-0.00141422,16.7903}, 
 15    9.39446   9.39449         70.467            1,0.000339305      0.08308197.0681e-06  0.0839161,   0.704669       0.657832    {16.7832,0.00569464}, 
 16    9.31138   9.39446        69.7693  0.000379981,          1      0.0830819 0.08308192.81901e-05,   0.697688       0.660568    {0.00631394,16.6164}, 
 17    9.31135   9.31138        69.0785            1,0.000383404      0.08226953.15696e-05  0.0830819,    0.69079        0.65745    {16.6163,0.00637077}, 
 18    9.22908   9.31135        68.3946  0.000255221,          1      0.0822695 0.08226953.15425e-05,    0.68394       0.660069    {0.0041994,16.454}, 
 19    9.22906   9.22908        67.7174            1,0.000258966      0.08148122.09969e-05  0.0822695,   0.677177       0.656955    {16.4539,0.00426099}, 
 20    9.14758   9.22906        67.0469 -6.96506e-05,          1      0.0814354 0.08148122.11009e-05,   0.670466       0.659438    {-0.00113505,16.2963}, 
 21    9.14758   9.14762        66.3831            1,0.000496224      0.08065795.67202e-06  0.0814354,    0.66383       0.656694    {16.2871,0.00808204}, 
 22    9.06692   9.14758        65.7258  0.000135429,          1      0.0806579 0.08065794.00244e-05,   0.657252       0.659149    {0.0021847,16.1317}, 
 23    9.06691   9.06692        65.0751            1,0.000140098      0.07983461.09234e-05  0.0806579,   0.650753       0.656042    {16.1316,0.00226001}, 
 24    8.98708   9.06691        64.4308  0.000451244,          1      0.0798805 0.07983461.11847e-05,   0.644306       0.658929    {0.00720499,15.967}, 
 25    8.98704   8.98703        63.7928            1,-0.000121588      0.07901133.60456e-05  0.0798805,   0.637935        0.65545    {15.976,-0.00194249}, 
 26    8.90803   8.98704        63.1612  0.000874149,          1      0.0791315 0.07901139.60679e-06,   0.631614       0.658776    {0.0138135,15.8022}, 
 27    8.90796   8.90791        62.5359            1,-0.000644764      0.07818816.91727e-05  0.0791314,   0.625371       0.654684    {15.8261,-0.0102041}, 
 28    8.82977   8.90796        61.9167   0.00141083,   0.999999      0.0783824  0.0781885.04128e-05,   0.619175       0.658693    {0.0220618,15.6375}, 
 29    8.82966   8.82958        61.3036     0.999999,-0.00107572      0.07741060.000110584  0.0783823,   0.613058       0.653976    {15.6762,-0.0168631}, 
 30    8.75225   8.82966        60.6966   0.00145947,   0.999999       0.077605 0.07741068.32719e-05,   0.606982        0.65829    {0.0225954,15.4819}, 
 31    8.75214   8.75206        60.0957     0.999999,-0.00105791      0.07661570.000113262  0.0776049,   0.600979       0.653559    {15.5207,-0.0164195}, 
 32    8.67552   8.75214        59.5006   0.00183551,   0.999998      0.0768559 0.07661578.10525e-05,   0.595021       0.658097    {0.0281254,15.3229}, 
 33    8.67538   8.67528        58.9115     0.999999,-0.00130277      0.07583830.00014107  0.0768558,   0.589144       0.652967    {15.3708,-0.0200246}, 
 34    8.59954   8.67538        58.3282   0.00209065,   0.999998      0.0761069 0.07583829.87998e-05,   0.583301       0.657822    {0.0317098,15.1674}, 
 35    8.59939   8.59927        57.7507     0.999999,-0.00145456      0.07508920.000159113  0.0761067,   0.577541       0.652434    {15.2209,-0.0221397}, 
 36     8.5243   8.59938        57.1788   0.00206817,   0.999998      0.0753753 0.07508910.000109221,    0.57181       0.657365    {0.0310589,15.0175}, 
 37    8.52414   8.52401        56.6127     0.999998,-0.00174626      0.07431180.000155889  0.0753752,    0.56616       0.651806    {15.0746,-0.0263242}, 
 38    8.44983   8.52414        56.0521   0.00253592,   0.999997      0.0746546 0.07431170.000129768,   0.560547       0.657222    {0.0376888,14.862}, 
 39    8.44964   8.44948        55.4971     0.999998,-0.00207946      0.07356270.000189318  0.0746544,   0.555014        0.65115    {14.9303,-0.0310471}, 
 40    8.37608   8.44964        54.9476   0.00272485,   0.999996      0.0739231 0.07356260.000152971,   0.549508       0.656895    {0.0400883,14.7121}, 
 41    8.37588   8.37571        54.4035     0.999998,  -0.002179      0.07281370.000201429  0.0739228,   0.544081       0.650642    {14.784,-0.0322144}, 
 42    8.30306   8.37587        53.8649   0.00301479,   0.999995      0.0732199 0.07281350.000158661,   0.538682       0.656631    {0.0439022,14.5622}, 
 43    8.30284   8.30265        53.3315     0.999997,-0.00256419      0.07208220.000220742  0.0732196,   0.533366       0.649946    {14.6432,-0.0375481}, 
 44    8.23076   8.30284        52.8034   0.00317124,   0.999995      0.0724992 0.07208190.000184832,   0.528075       0.656277    {0.0457161,14.4158}, 
 45    8.23053   8.23034        52.2806     0.999997,-0.00261992       0.0713790.000229912  0.0724989,    0.52286       0.649462    {14.499,-0.0379864}, 
 46    8.15915   8.23053        51.7629   0.00302198,   0.999995      0.0717677 0.07137870.000187007,    0.51767       0.655724    {0.0431395,14.2752}, 
 47    8.15893   8.15876        51.2503     0.999997,-0.00243393      0.07065830.000216881  0.0717674,   0.512553       0.649133    {14.3528,-0.0349338}, 
 48    8.08828   8.15893        50.7429   0.00321817,   0.999995      0.0710645 0.07065810.000171977,   0.507465        0.65539    {0.0454765,14.1311}, 
 49    8.08805   8.08787        50.2404     0.999997,-0.00253399      0.06995510.000228698  0.0710641,   0.502457       0.648614    {14.2121,-0.0360135}, 
 50    8.01809   8.08804        49.7429   0.00327152,   0.999995      0.0703897 0.06995490.000177266,   0.497467       0.654962    {0.0457701,13.9904}, 
 51    8.01786   8.01765        49.2504     0.999996,-0.00294032      0.06925190.000230281  0.0703893,   0.492557       0.647894    {14.0771,-0.0413914}, 
 52    7.94861   8.01786        48.7627   0.00343425,   0.999994      0.0696865 0.06925160.000203623,   0.487673       0.654601    {0.0475635,13.8497}, 
 53    7.94837   7.94817        48.2799     0.999996,-0.00284849      0.06854870.000239321  0.0696861,   0.482854       0.647495    {13.9364,-0.039698}, 
 54    7.87982   7.94837        47.8018   0.00369086,   0.999993      0.0690117 0.0685485 0.00019526,    0.47806       0.654297    {0.0505984,13.709}, 
 55    7.87957   7.87936        47.3285     0.999995,-0.00306155      0.06789140.000254712  0.0690112,   0.473345       0.646895    {13.8014,-0.0422539}, 
 56    7.81168   7.87956        46.8598   0.00337406,   0.999994      0.0683085 0.06789110.000207853,   0.468644       0.653622    {0.0458117,13.5775}, 
 57    7.81145   7.81126        46.3958     0.999996,-0.00278066      0.06721660.000230477  0.0683081,    0.46401       0.646613    {13.6609,-0.0379864}, 
 58    7.74423   7.81144        45.9364   0.00340651,   0.999994      0.0676512 0.06721640.000186906,   0.459404       0.653169    {0.0457928,13.4427}, 
 59      7.744   7.74379        45.4815     0.999995,-0.00306038      0.06655930.000230454  0.0676508,   0.454867       0.645965    {13.5294,-0.0414054}, 
 60    7.67744     7.744        45.0312    0.0032863,   0.999995       0.066948  0.0665590.000203697,   0.450356       0.652615    {0.0437447,13.3111}, 
 61    7.67722   7.67705        44.5853     0.999997,-0.00256894      0.06593040.000220012  0.0669477,   0.445901       0.645813    {13.3888,-0.0343952}, 
 62    7.61129   7.67722        44.1438   0.00281133,   0.999996      0.0662732 0.06593020.000169371,   0.441472       0.651831    {0.0370689,13.1855}, 
 63     7.6111   7.61094        43.7067     0.999997,-0.00240035      0.06525560.000186316  0.0662729,   0.437105       0.645449    {13.254,-0.0318143}, 
 64    7.54585    7.6111        43.2739   0.00315006,   0.999995      0.0656159 0.06525540.000156636,    0.43277       0.651565    {0.0411104,13.0506}, 
 65    7.54564   7.54549        42.8454     0.999997,-0.00237692      0.06462660.000206694  0.0656156,   0.428498       0.644988    {13.1225,-0.0311911}, 
 66    7.48101   7.54564        42.4212   0.00287918,   0.999996      0.0649411 0.06462640.000153612,   0.424241       0.650907    {0.037213,12.9248}, 
 67    7.48083    7.4807        42.0011     0.999998,-0.00199807      0.06399770.000186977  0.0649408,   0.420049       0.644754    {12.9876,-0.0259502}, 
 68    7.41683   7.48083        41.5853   0.00269772,   0.999996      0.0643121 0.06399750.000127872,   0.415876       0.650303    {0.0345285,12.7991}, 
 69    7.41666   7.41651        41.1735     0.999998,-0.00221971      0.06336870.000173496  0.0643119,   0.411769        0.64413    {12.8619,-0.0285496}, 
 70    7.35329   7.41665        40.7658   0.00262601,   0.999997      0.0636548 0.0633686 0.00014066,   0.407684       0.649766    {0.0332803,12.6733}, 
 71    7.35312     7.353        40.3622     0.999998,-0.00190067      0.06275730.000167158  0.0636546,   0.403654       0.643851    {12.7304,-0.0241964}, 
 72    7.29036   7.35312        39.9625   0.00236067,   0.999997      0.0630259 0.06275720.000119281,   0.399646       0.649103    {0.029629,12.5511}, 
 73    7.29022   7.29009        39.5668     0.999998,-0.00192699      0.06212840.000148783  0.0630257,   0.395696       0.643347    {12.6047,-0.0242892}, 
 74    7.22809   7.29021         39.175   0.00248433,   0.999997       0.062397 0.06212830.000119721,   0.391771       0.648686    {0.0308686,12.4253}, 
 75    7.22793   7.22782        38.7871     0.999998, -0.0018467      0.06152780.000155014  0.0623968,     0.3879       0.642909    {12.4789,-0.0230448}, 
 76     7.1664   7.22793        38.4031   0.00224242,   0.999997       0.061768 0.06152770.000113623,    0.38405       0.648032    {0.0275935,12.3052}, 
 77    7.16627   7.16616        38.0228     0.999999,-0.00167204      0.06091640.00013851  0.0617679,   0.380253       0.642529    {12.3532,-0.0206551}, 
 78    7.10535   7.16626        37.6464    0.0022759,   0.999997      0.0611391 0.06091630.000101855,    0.37648       0.647552    {0.0277274,12.183}, 
 79    7.10521   7.10513        37.2736     0.999999,-0.00138885      0.06031580.000139147  0.0611389,    0.37276       0.642215    {12.2274,-0.0169821}, 
 80    7.04489   7.10521        36.9045   0.00222777,   0.999998       0.060556 0.06031578.37697e-05,   0.369058       0.647017    {0.0268735,12.0629}, 
 81    7.04476   7.04465        36.5391     0.999998,-0.00175675      0.05968680.000134905  0.0605559,   0.365415       0.641481    {12.1108,-0.0212756}, 
 82    6.98507   7.04476        36.1773   0.00277303,   0.999996       0.059973 0.05968670.000104855,    0.36179       0.646855    {0.0331019,11.937}, 
 83    6.98491   6.98479        35.8191     0.999998,-0.00202089      0.05910380.000166307  0.0599727,   0.358222        0.64081    {11.9941,-0.0242387}, 
 84     6.9258    6.9849        35.4644   0.00264166,   0.999997      0.0593724 0.05910370.000119442,   0.354664       0.646261    {0.0312255,11.8204}, 
 85    6.92565   6.92553        35.1133     0.999998,-0.00191028      0.05852070.000156842  0.0593722,   0.351161       0.640378    {11.874,-0.0226827}, 
 86    6.86713   6.92564        34.7656   0.00260208,   0.999997      0.0587893 0.05852060.000111791,   0.347674       0.645723    {0.0304543,11.7038}, 
 87    6.86697   6.86686        34.4214     0.999998,-0.00199272      0.05793770.000152975  0.0587891,   0.344241       0.639818    {11.7574,-0.0234292}, 
 88    6.80904   6.86697        34.0805   0.00266684,   0.999996      0.0582062 0.05793750.000115453,   0.340824       0.645248    {0.0309013,11.5872}, 
 89    6.80888   6.80876        33.7431     0.999998,-0.00197519      0.05738290.000155227   0.058206,   0.337458        0.63932    {11.6408,-0.0229928}, 
 90     6.7515   6.80888         33.409   0.00233102,   0.999997      0.0576232 0.05738280.000113342,   0.334108       0.644516    {0.0267514,11.4762}, 
 91    6.75136   6.75126        33.0782     0.999998,-0.00186547      0.05679990.000134321   0.057623,   0.330804       0.638878    {11.5242,-0.0214981}, 
 92    6.69456   6.75136        32.7507    0.0025947,   0.999997      0.0570685 0.05679980.000105958,   0.327523       0.644161    {0.029475,11.3597}, 
 93    6.69441   6.69429        32.4264     0.999998,-0.00213705      0.05624520.000148076  0.0570683,   0.324289        0.63819    {11.4132,-0.0243907}, 
 94    6.63817   6.69441        32.1053   0.00246075,   0.999997      0.0564854 0.05624510.000120199,   0.321072       0.643552    {0.0276802,11.2487}, 
 95    6.63803   6.63793        31.7874     0.999998,-0.00182266      0.05569050.000138997  0.0564852,   0.317897       0.637873    {11.2967,-0.02059}, 
 96    6.58234   6.63803        31.4726   0.00241461,   0.999997      0.0559307 0.05569040.000101505,   0.314742       0.642995    {0.0268935,11.1378}, 
 97    6.58221    6.5821         31.161     0.999998,-0.00190525      0.05510740.000135051  0.0559305,   0.311632         0.6373    {11.1857,-0.0213116}, 
 98     6.5271    6.5822        30.8525   0.00299845,   0.999996      0.0554219 0.05510730.000104993,   0.308541       0.642834    {0.0330465,11.0211}, 
 99    6.52693   6.52678         30.547     0.999996,-0.00270136      0.05455270.000166179  0.0554216,   0.305499        0.63627    {11.0838,-0.0299414}, 
100    6.47238   6.52693        30.2445   0.00318285,   0.999995      0.0548672 0.05455250.000147366,    0.30247       0.642417    {0.0347252,10.91}, 
101     6.4722   6.47206         29.945     0.999997,   -0.00259      0.05401550.000174634  0.0548669,   0.299481       0.635815    {10.9728,-0.0284198}, 
